id,text,xlit,plaintext
1210.1,+740-821+,an-rara,raraan
1211.1,+700-033-151-706-031-002-817+,an-ja-ya-an-aa-v-ra,ravaaanyajaan
1212.1,+400-740-717+,i-an-da,daani
1213.1,+740-100-176+,an-aa-s,saaan
1214.1,+151-390-590-741-330-368+,ya-ra-va-an-ma-na,namaanvaraya
1214.2,+151-390-590-741-330-368+,ya-ra-va-an-ma-na,namaanvaraya
1215.1,+740-032-840+,an-sa-da,dasaan
1215.2,+740-032-840+,an-sa-da,dasaan
1216.1,+400-202-892-220-920+,i-as-da-ma-da,damadaasi
1217.1,+400-202-892-220-920+,i-as-da-ma-da,damadaasi
1218.1,+617-142+,nna-aa,aanna
1219.1,+032-840+,sa-da,dasa
1220.1,+400-740-463-495+,i-an-da-aa,aadaani
1221.1,+400-090-740-100-415+,i-a-an-aa-t,taaanai
1222.1,+400-158-806-470+,i-y-sa-ka,kasayi
1223.1,+158-806-465+,ya-sa-ka,kasaya
1224.1,+740-798-463-354+,an-as-da-ca,cadaasan
1225.1,+740-798-463-000+,an-as-da-.,.daasan
1226.1,+740-390-590-240+,an-ra-va-ma,mavaraan
1227.1,+407-590-740-072+,ra-va-an-ma,maanvara
1227.2,+167-706+,va-an,anva
1227.3,+032-700-100-001+,sa-an-aa-a,aaaansa
1228.1,+142-033+,aa-j,jaa
1229.1,+142-033+,aa-j,jaa
1230.1,+740-752-482-240+,an-ra-sa-ma,masaraan
1230.2,+000-000-000-745+,.a-.-.-an,an...a
1231.1,+740-752-482-240+,an-ra-sa-ma,masaraan
1231.2,+000-000-000-745+,.a-.-.-an,an...a
1232.1,+740-752-482-240+,an-ra-sa-ma,masaraan
1232.2,+000-000-000-745+,.a-.-.-an,an...a
1233.1,+482-240[,sa-ma,masa
1233.2,]000-745+,.a-an,an.a
1234.1,+400-740-220-415-798+,i-an-ma-ta-as,astamaani
1235.1,+400-740-405-590-235-806+,i-an-ra-va-maa-sa,samaavaraani
1236.1,+740-048-741-850+,an-asaa-an-ra,raanasaaan
1236.2,+700-033-711-335-575-413+,an-ja-ra-ma-ma-i,imamarajaan
1237.1,+740-642-240-204-705-621+,an-ta-ma-as-an-ma,maanasmataan
1237.2,+700-033+,an-ja,jaan
1238.1,+400-740-405-590[,i-an-ra-va,varaani
1239.1,+400-158-806-472+,i-y-sa-ka,kasayi
1240.1,+400-921-690-435-255-055+,i-d-ka-aa-m-ja,jamaakadi
1240.2,+700-032+,an-sa,saan
1241.1,+740-100-176-101+,an-aa-s-aaa,aaasaaan
1241.2,+698+,anan,anan
1242.1,+400-740-898-617+,i-an-da-nna,nnadaani
1242.2,+033-700+,ja-an,anja
1243.1,+400-156-118+,i-y-ra,rayi
1243.2,+032-700+,sa-an,ansa
1244.1,+400-520-400-352+,i-n-i-c,cini
1244.2,+700-032+,an-sa,saan
1245.1,+400-520-400-353+,i-n-i-c,cini
1245.2,+700-032+,an-sa,saan
1246.1,+700-034+,an-ca,caan
1246.2,+400-137+,i-a,ai
1247.1,+740-337-484+,an-ma-aa,aamaan
1247.2,+700-033+,an-ja,jaan
1248.1,+740-337-484+,an-ma-aa,aamaan
1248.2,+700-032+,an-sa,saan
1249.1,+740-336-176+,an-ma-sa,samaan
1249.2,+700-033+,an-ja,jaan
1250.1,+415-035-171+,ta-pa-u,upata
1250.2,+700-033+,an-ja,jaan
1251.1,]000-176-000[,.a-sa-.,.sa.a
1252.1,]850-095-000+,ra-aa-.,.aara
1253.1,+400-158-904-736+,i-y-aa-an,anaayi
1254.1,+400-158-904-736+,i-y-aa-an,anaayi
1255.1,+400-158-904-736+,i-y-aa-an,anaayi
1256.1,+400-740-892-617+,i-an-da-nna,nnadaani
1256.2,+700-033+,an-ja,jaan
1257.1,+520-072-219+,na-ma-mama,mamamana
1257.2,+700-032+,an-sa,saan
1258.1,+520-220-240-002-820+,na-ma-ma-va-ra,ravamamana
1258.2,+700-033+,an-ja,jaan
1259.1,+400-740-177-519+,i-an-sa-sas,sassaani
1259.2,+700-032+,an-sa,saan
1260.1,+400-740-176+,i-an-sa,saani
1260.2,+700-033+,an-ja,jaan
1261.1,+000-000-861-000+,.a-.-ra-.,.ra..a
1262.1,+690-368-817+,ka-na-ra,ranaka
1262.2,+740-032-840-679+,an-sa-da-aka,akadasaan
1263.1,+740-642-240-060-692+,an-ta-ma-ma-ka,kamamataan
1263.2,+700-033+,an-ja,jaan
1264.1,+390/740-500-091+,ra-an-aa-aa,aaaaanra
1264.2,+700-033+,an-ja,jaan
1265.1,+740-904-032-233-803+,an-aa-s-ma-sa,samasaaan
1266.1,+001-142+,aa-a,aaa
1267.1,+400-740-392-000-000-000-000-255-000+,i-an-ra-.-.-.-.-ma-.,.ma....raani
1268.1,+400-520-233+,i-n-ma,mani
1269.1,+104-002-820+,aa-v-ra,ravaa
1269.2,+034+,ca,ca
1270.1,+400-807-740-219+,i-nasan-an-mama,mamaannasani
1270.2,+700-033+,an-ja,jaan
1271.1,+400-804-000-233-240+,i-nasan-.-ma-ma,mama.nasani
1271.2,+125-700-033+,daa-an-ja,jaandaa
1272.1,+400-740-335-000+,i-an-ma-.,.maani
1272.2,+116-032+,anaa-sa,saanaa
1273.1,+400-740-920-320-233-240-798+,i-an-da-ma-ma-ma-as,asmamamadaani
1273.2,+700-033+,an-ja,jaan
1274.1,+033-700+,ja-an,anja
1274.2,+520-233+,na-ma,mana
1275.1,+740-840-000[,an-da-.,.daan
1275.2,]000-700+,.a-an,an.a
1276.1,+400-740-100-240+,i-an-aa-m,maaani
1276.2,+700-032+,an-sa,saan
1277.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1278.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1279.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1280.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1281.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1282.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1283.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1284.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1285.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1286.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1287.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1288.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1289.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1290.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1291.1,]817+,ra,ra
1292.1,]000-368-692+,.a-na-ka,kana.a
1293.1,+740-585-017-033-706-803-002-220-455-920+,an-ba-sa-ja-an-sa-va-ma-sa-da,dasamavasaanjasabaan
1294.1,+740-482-055-220-415-798-803-742-617+,an-sa-ja-ma-ta-as-sa-an-nna,nnaansaastamajasaan
1295.1,+595-420-717-745+,va-ya-da-an,andayava
1296.1,+740-585-017-240-002-305-032-904+,an-ba-sa-ma-va-la-sa-aa,aasalavamasabaan
1297.1,]000-240-002-820+,.a-ma-va-ra,ravama.a
1298.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1299.1,+520-240-002-405-501+,na-ma-va-ra-aa,aaravamana
1300.1,+740-407-590-690-436-255-920-318-220-415-803+,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,satamamadamaakavaraan
1301.1,+740-407-590-690-436-255-920-318-220-415-803+,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,satamamadamaakavaraan
1302.1,+740-407-590-690-436-255-920-318-220-415-803+,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,satamamadamaakavaraan
1303.1,+740-407-590-690-436-255-920-318-220-415-803+,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,satamamadamaakavaraan
1304.1,+740-407-590-690-436-255-920-318-220-415-803+,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,satamamadamaakavaraan
1305.1,+740-407-590-690-436-255-920-318-220-415-803+,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,satamamadamaakavaraan
1306.1,+740-407-590-690-436-255-920-318-220-415-803+,an-ra-va-ka-aa-m-da-ma-ma-ta-sa,satamamadamaakavaraan
1307.1,+740-382-002[,an-ba-va,vabaan
1307.2,+700-034+,an-ca,caan
1308.1,+400-090+,i-a,ai
1309.1,+400-740-760-605+,i-an-ra-na,naraani
1310.1,+156-003+,ya-ja,jaya
1311.1,+740-783-004+,an-ra-ca,caraan
1312.1,+740-783-004+,an-ra-ca,caraan
1313.1,+400-740-927-000-235+,i-an-aa-.-maa,maa.aaani
1314.1,+002-817+,va-ra,rava
1315.1,+002-817+,va-ra,rava
1316.1,+520-920-320-235-175-000-820+,na-da-ma-maa-sa-.-ra,ra.samaamadana
1317.1,+511-032+,na-sa,sana
1318.1,+400-740-575-017-920+,i-an-ma-sa-da,dasamaani
1318.2,+700-033+,an-ja,jaan
1319.1,+400-151-336-630-706+,i-y-ma-ta-an,antamayi
1319.2,+700-034+,an-ca,caan
1320.1,+400-740-636-240+,i-an-ta-ma,mataani
1320.2,+700-126+,an-ada,adaan
1321.1,+868-706-590+,ra-an-va,vaanra
1321.2,+400-156-435-255+,i-y-aa-m,maayi
1322.1,+690-368-817+,ka-na-ra,ranaka
1322.2,+400-740-776-495+,i-an-ra-aa,aaraani
1323.1,+824-892-413+,ra-da-i,idara
1323.2,+400-740-636-240-031-032-171+,i-an-ta-ma-aa-s-u,usaamataani
1324.1,+220-700-004+,ma-an-ca,caanma
1324.2,+400-760-740-220-416+,i-r-an-ma-ta,tamaanri
1325.1,+400-740-032-027+,i-an-sa-sa,sasaani
1325.2,+700-033+,an-ja,jaan
1326.1,+690-681+,ka-asaa,asaaka
1326.2,+740-032-059+,an-sa-sa,sasaan
1327.1,+003-861-031+,ja-ra-aa,aaraja
1327.2,+740-255-061+,an-ma-ta,tamaan
1328.1,+740-032-840+,an-sa-da,dasaan
1328.2,+700-033+,an-ja,jaan
1329.1,+368-900+,na-aa,aana
1329.2,+700-034+,an-ca,caan
1330.1,+400-740-176+,i-an-sa,saani
1330.2,+700-034+,an-ca,caan
1331.1,+400-740-176+,i-an-sa,saani
1331.2,+700-033+,an-ja,jaan
1332.1,+740-231-003+,an-ma-ja,jamaan
1333.1,+400-740-178+,i-an-sa,saani
1333.2,+700-033+,an-ja,jaan
1334.1,+400-740-176+,i-an-sa,saani
1334.2,+700-034+,an-ca,caan
1335.1,+400-740-176+,i-an-sa,saani
1335.2,+700-034+,an-ca,caan
1336.1,+400-740-176+,i-an-sa,saani
1336.2,+700-034+,an-ca,caan
1337.1,+400-740-176+,i-an-sa,saani
1337.2,+700-032+,an-sa,saan
1338.1,+400-740-176+,i-an-sa,saani
1338.2,+700-033+,an-ja,jaan
1339.1,+400-740-176+,i-an-sa,saani
1339.2,+700-034+,an-ca,caan
1340.1,+400-740-000[,i-an-.,.ani
1340.2,]033+,ja,ja
1341.1,+520-220-415+,na-ma-ta,tamana
1341.2,+700-034+,an-ca,caan
1342.1,+520-240-000+,na-ma-.,.mana
1342.2,+700-034+,an-ca,caan
1343.1,+740-690-630-240+,an-ka-ta-ma,matakaan
1343.2,+032-700+,sa-an,ansa
1344.1,+400-740-032-028+,i-an-sa-as,assaani
1344.2,+700-032+,an-sa,saan
1345.1,+740-100-240+,an-aa-m,maaan
1345.2,+033-700+,ja-an,anja
1346.1,+400-156-384-031+,i-y-ba-aa,aabayi
1346.2,+700-034+,an-ca,caan
1347.1,+000-820+,.a-ra,ra.a
1347.2,+740-926+,an-saata,saataan
1348.1,+740-840-013+,an-da-ta,tadaan
1348.2,+700-033+,an-ja,jaan
1349.1,+156-000-000+,ya-.-.,..ya
1349.2,+700-032+,an-sa,saan
1350.1,+690-004+,ka-ca,caka
1350.2,+400-741-717-235+,i-an-da-maa,maadaani
1351.1,+520-220+,na-ma,mana
1351.2,+700-033+,an-ja,jaan
1352.1,]032+,sa,sa
1352.2,]013+,ta,ta
1353.1,+400-892-829+,i-d-sa,sadi
1354.1,+740-000+,an-.,.an
1355.1,+400-892-829+,i-d-sa,sadi
1356.1,+390-034+,ra-ca,cara
1357.1,+000-032+,.a-sa,sa.a
1358.1,+390-000+,ra-.,.ra
1359.1,+390-000+,ra-.,.ra
1360.1,+000-000+,.a-.,..a
1360.2,+740-000-000[,an-.-.,..an
1361.1,+013-840-032-626-000[,ta-da-sa-ra-.,.rasadata
1361.2,+700-032+,an-sa,saan
1362.1,+400-740-336-176+,i-an-ma-sa,samaani
1362.2,+700-032+,an-sa,saan
1363.1,+740-861-877+,an-ra-ra,raraan
1363.2,+700-033+,an-ja,jaan
1364.1,+526-550-220+,ma-as-ma,maasma
1364.2,+700-033+,an-ja,jaan
1365.1,+090-740-362+,aa-an-ma,maanaa
1365.2,+700-033+,an-ja,jaan
1366.1,+520-220-415+,na-ma-ta,tamana
1366.2,+700-090+,an-aa,aaan
1367.1,+400-098+,i-a,ai
1368.1,]000-000+,.a-.,..a
1368.2,+700-000[,an-.,.an
1369.1,+740-690-642-240+,an-ka-ta-ma,matakaan
1369.2,+700-034+,an-ca,caan
1370.1,+400-740-032-060-013+,i-an-sa-ma-ta,tamasaani
1370.2,+700-034+,an-ca,caan
1371.1,+400-740-176+,i-an-sa,saani
1371.2,+700-033+,an-ja,jaan
1372.1,+400-740-176+,i-an-sa,saani
1372.2,+700-033+,an-ja,jaan
1373.1,+400-740-176+,i-an-sa,saani
1373.2,+700-033+,an-ja,jaan
1374.1,+400-740-176+,i-an-sa,saani
1374.2,+700-033+,an-ja,jaan
1374.3,+700-033+,an-ja,jaan
1375.1,+700-033+,an-ja,jaan
1375.2,+400-740-176+,i-an-sa,saani
1376.1,+400-740-176+,i-an-sa,saani
1376.2,+700-033+,an-ja,jaan
1377.1,+400-156-435-255+,i-y-aa-m,maayi
1377.2,+034-700+,ca-an,anca
1377.3,+740-000+,an-.,.an
1378.1,+526-550-220+,ma-as-ma,maasma
1378.2,+032-700+,sa-an,ansa
1379.1,+824-032-578-415+,ra-sa-ma-ta,tamasara
1379.2,+740-636-240-060-692+,an-ta-ma-ma-ka,kamamataan
1380.1,+740-000-000-000+,an-.-.-.,...an
1380.2,+700-032+,an-sa,saan
1381.1,+740-760-797+,an-ra-as,asraan
1381.2,+700-032+,an-sa,saan
1382.1,+565-741-263+,asi-an-ta,taanasi
1382.2,+700-034+,an-ca,caan
1382.3,+692-892+,ka-da,daka
1383.1,+520-220-415+,na-ma-ta,tamana
1384.1,+740-000-740-000-590-031+,an-.-an-.-va-aa,aava.an.an
1385.1,+154-003+,ya-ja,jaya
1386.1,+700+,an,an
1386.2,+033+,ja,ja
1387.1,+400-156-384-031+,i-y-ba-aa,aabayi
1388.1,+368-033-705-031-741-390-741+,na-ja-an-aa-an-ra-an,anraanaaanjana
1388.2,+700-033+,an-ja,jaan
1389.1,+037+,sa,sa
1390.1,+700-036+,an-sa,saan
1391.1,+700-033+,an-ja,jaan
1392.1,+033+,ja,ja
1393.1,+151+,ya,ya
1394.1,]000-220-002-000[,.a-ma-va-.,.vama.a
1395.1,]861+,ra,ra
1396.1,+930-632-920+,aaravaa-ta-da,dataaaravaa
1397.1,+930-632+,aaravaa-ta,taaaravaa
1398.1,+740-585-017-033-705-002-000+,an-ba-sa-ja-an-va-.,.vaanjasabaan
1399.1,+000-220-002-595-632-354-850+,.a-ma-va-va-ta-ca-ra,racatavavama.a
1400.1,+527-555-740-055-240-415-798-060-201+,ma-as-an-ja-ma-ta-as-ma-as,asmaastamajaanasma
1401.1,+520-033-706-231-806-002-817+,na-ja-an-ma-sa-va-ra,ravasamaanjana
1402.1,+740-405-590-235-002-031-480-625+,an-ra-va-maa-va-aa-s-ba,basaavamaavaraan
1403.1,]595-820-311-243+,va-ra-la-maa,maalarava
1404.1,+740-031-504-235-060-920+,an-aa-m-maa-ma-da,damamaamaaan
1405.1,]745+,an,an
1406.1,]550[,as,as
1407.1,+832-904-220-415-806-000[,ta-aa-m-ta-sa-.,.satamaata
1408.1,]000-220-000[,.a-ma-.,.ma.a
1409.1,+090-740-220-000[,aa-an-ma-.,.maanaa
1410.1,+236-806-002-863+,naaman-sa-va-ra,ravasanaaman
1411.1,+000[,.a,.a
1412.1,+390-003-002-817+,ra-ja-va-ra,ravajara
1413.1,+740-176-240-002-702-503+,an-sa-ma-va-an-aa,aaanvamasaan
1414.1,+368-840-830-002-861+,na-da-ta-va-ra,ravatadana
1415.1,+740-440-240-001-820+,an-pa-ma-aa-r,raamapaan
1416.1,+161-233-220-032-741-831+,ya-ma-ma-sa-an-sa,saansamamaya
1417.1,]000-931+,.a-apa,apa.a
1418.1,+000/000-617-632-000+,.a-.-nna-ta-.,.tanna..a
1419.1,+151-243[,ya-maa,maaya
1420.1,+740-255-706-002-000[,an-ma-an-va-.,.vaanmaan
1421.1,]000-257+,.a-sa,sa.a
1422.1,+407-004-001-740-443-388-140+,ra-ca-aa-an-paa-va-ta,tavapaaanaacara
1423.1,+679-740-240-060-550+,aka-an-ma-ma-as,asmamaanaka
1424.1,]000-000-817[,.a-.-ra,ra..a
1425.1,]000-645+,.a-ka,ka.a
1426.1,]000-240-235-002-460-511+,.a-ma-maa-va-da-na,nadavamaama.a
1427.1,]091+,aaa,aaa
1428.1,]000-740-798-240[,.a-an-as-ma,maasan.a
1429.1,+740-575-017-235[,an-ma-sa-maa,maasamaan
1430.1,+090-740-240-031+,aa-an-ma-aa,aamaanaa
1431.1,+740-337-484+,an-ma-aa,aamaan
1432.1,+877-225+,ra-samas,samasra
1433.1,+368-000-223+,na-.-amaa,amaa.na
1434.1,+241-220-032-002-861+,nmna-ma-sa-va-ra,ravasamanmna
1435.1,]235-803-002-000+,maa-sa-va-.,.vasamaa
1436.1,+740-585-798-002-861-216+,an-ba-as-va-ra-ya,yaravaasbaan
1437.1,+281+,ayaa,ayaa
1438.1,+000-000-061-031+,.a-.-ta-aa,aata..a
1439.1,+740-390-590-240-741-390-728+,an-ra-va-ma-an-ra-ma,maraanmavaraan
1440.1,+740-100-240-741-702-900-003+,an-aa-m-an-an-aa-j,jaaananmaaan
1441.1,+740-400-142-061+,an-i-a-t,taian
1442.1,+740-266+,an-ta,taan
1443.1,]240-740-017-503+,ma-an-sa-aa,aasaanma
1444.1,+740-390-590-742-700+,an-ra-va-an-an,ananvaraan
1445.1,+520-033-705-002-172-032+,na-ja-an-va-ya-sa,sayavaanjana
1446.1,+520-033-706-002-817-808+,na-ja-an-va-ra-ta,taravaanjana
1447.1,+740-798-003-002-416+,an-as-ja-va-ta,tavajaasan
1448.1,+368-861-575+,na-ra-ma,marana
1449.1,+527-555-231-002-817+,ma-as-ma-va-ra,ravamaasma
1450.1,+090-740-384-002-452-000+,aa-an-ba-va-la-.,.lavabaanaa
1451.1,]003-741-630+,ja-an-ta,taanja
1452.1,+000-176-002-798-590-032+,.a-sa-va-as-va-sa,savaasvasa.a
1453.1,]740-217+,an-ayaa,ayaaan
1454.1,+740-390-590-233-231-741-000+,an-ra-va-ma-ma-an-.,.anmamavaraan
1455.1,]741-390-125+,an-ra-daa,daaraan
1456.1,+740-900-003-002-940-705+,an-aa-j-va-atmaa-an,anatmaavajaaan
1457.1,+740-760-840-013+,an-ra-da-ta,tadaraan
1458.1,+740-400-142-061-368[,an-i-a-t-na,nataian
1459.1,+740-585-900-002-002-820+,an-ba-aa-v-va-ra,ravavaabaan
1460.1,+861-576-545+,ra-ba-da,dabara
1461.1,+740-900-482-484-900+,an-aa-s-aa-a,aaasaaan
1462.1,+740-416+,an-ta,taan
1463.1,+740-100-717-002-000[,an-aa-d-va-.,.vadaaan
1464.1,]000+,.a,.a
1464.2,]000-240+,.a-ma,ma.a
1465.1,+138-001-595-752-455+,aa-a-v-ra-sa,saravaaa
1466.1,+740-770-235-002-817+,an-tara-maa-va-ra,ravamaataraan
1467.1,+740-405-590-790+,an-ra-va-ra,ravaraan
1468.1,]002-416+,va-ta,tava
1469.1,+147+,aaa,aaa
1470.1,]921+,da,da
1471.1,+740-032-840-233-060-550+,an-sa-da-ma-ma-as,asmamadasaan
1472.1,]233-002-817+,ma-va-ra,ravama
1473.1,]759+,ra,ra
1474.1,]002-000-861-031+,va-.-ra-aa,aara.va
1475.1,+740-798[,an-as,asan
1476.1,+740-017-000-233[,an-sa-.-ma,ma.saan
1477.1,+165-000[,ba-.,.ba
1478.1,+156-003+,ya-ja,jaya
1479.1,+520-233-803-002-817+,na-ma-sa-va-ra,ravasamana
1480.1,+090-740-220-032+,aa-an-ma-sa,samaanaa
1481.1,+520-175+,na-sa,sana
1482.1,]861+,ra,ra
1483.1,+527-140+,ma-ta,tama
1484.1,+294-350-595-820-002-820+,la-ca-va-ra-va-ra,ravaravacala
1485.1,]000-032-002-820+,.a-sa-va-ra,ravasa.a
1486.1,]003+,ja,ja
1487.1,+740-390-590-060-795+,an-ra-va-ma-ra,ramavaraan
1488.1,+390-871+,ra-ra,rara
1489.1,+740-900-005+,an-aa-p,paaan
1490.1,+111-833-528+,anaa-sa-ka,kasaanaa
1491.1,+151-220-016-002-820+,ya-ma-sa-va-ra,ravasamaya
1492.1,+740-798-463-350-741-590-032+,an-as-da-ca-an-va-sa,savaancadaasan
1493.1,+156-031+,ya-aa,aaya
1494.1,+600-143+,aa-aa,aaaa
1495.1,+407-004+,ra-ca,cara
1496.1,+740-904-033-741-700+,an-aa-j-an-an,ananjaaan
1497.1,+740-061+,an-ta,taan
1498.1,+740-017-503-000-060-000[,an-sa-aa-.-ma-.,.ma.aasaan
1499.1,]390-390+,ra-ra,rara
1500.1,+520-220[,na-ma,mana
1501.1,+520-400-350-031+,na-i-c-aa,aacina
1502.1,]482-520-033-705[,sa-na-ja-an,anjanasa
1503.1,+740-390-590[,an-ra-va,varaan
1504.1,+000-003-001-159[,.a-ja-aa-y,yaaja.a
1505.1,+740-405-000[,an-ra-.,.raan
1506.1,+151-097[,ya-aaa,aaaya
1507.1,+151-097[,ya-aaa,aaaya
1508.1,+156-000[,ya-.,.ya
1509.1,+740-717[,an-da,daan
1510.1,+520-033-706-031+,na-ja-an-aa,aaanjana
1511.1,]156[,ya,ya
1512.1,+740-000[,an-.,.an
1513.1,+820-816-595[,ra-ta-va,vatara
1514.1,]156-000[,ya-.,.ya
1515.1,+226-002-000[,nmna-va-.,.vanmna
1516.1,+000-772-000-000[,.a-tara-.-.,..tara.a
1517.1,+740-335-002-630[,an-ma-va-ta,tavamaan
1518.1,+090-740-035-171-061+,aa-an-pa-u-t,tupaanaa
1519.1,]220[,ma,ma
1520.1,]220[,ma,ma
1521.1,+832-904-000-000[,ta-aa-.-.,..aata
1522.1,+740-032-840-240-220-032-000[,an-sa-da-ma-ma-sa-.,.samamadasaan
1523.1,]861[,ra,ra
1524.1,+000-585-000[,.a-ba-.,.ba.a
1525.1,]000-235-870+,.a-maa-naran,naranmaa.a
1526.1,]000-803-002-820+,.a-sa-va-ra,ravasa.a
1527.1,+740-784-004-000[,an-ra-ca-.,.caraan
1528.1,]742-060[,an-ma,maan
1529.1,+000-435-255-060-368-000[,.a-aa-m-ma-na-.,.namamaa.a
1530.1,+740-269-511-060-690+,an-ataa-na-ma-ka,kamanaataaan
1531.1,+585-220-000[,ba-ma-.,.maba
1532.1,+400-139+,i-y,yi
1533.1,+740-877-032+,an-ra-sa,saraan
1534.1,+740-900-005-033+,an-aa-p-ja,japaaan
1535.1,+400-221-031-741+,i-ama-aa-an,anaaamai
1536.1,+740-575-017-220-415-803+,an-ma-sa-ma-ta-sa,satamasamaan
1537.1,+740-760-235-240-002-220-000[,an-ra-maa-ma-va-ma-.,.mavamamaaraan
1538.1,+151-717-741-590-000[,ya-da-an-va-.,.vaandaya
1539.1,+390-003+,ra-ja,jara
1540.1,+740-390-590-070-032-002-861+,an-ra-va-ma-sa-va-ra,ravasamavaraan
1540.2,+740-390-590-070-032-002-861+,an-ra-va-ma-sa-va-ra,ravasamavaraan
1541.1,+822+,saras,saras
1541.2,+740-639-240-002-435-255-777+,an-ta-ma-va-aa-m-ras,rasmaavamataan
1542.1,+740-760-512-495-741[,an-ra-u-a-an,anauraan
1543.1,+002-368-260+,va-na-ta,tanava
1544.1,+740-717-233-220-032+,an-da-ma-ma-sa,samamadaan
1545.1,+832-904-001+,ta-aa-a,aaata
1546.1,+550/740-142-000+,as-an-aa-.,.aaanas
1547.1,+740-000-000+,an-.-.,..an
1548.1,+530/140-220+,as-ta-ma,mataas
1549.1,]798-233-231-002-817-000+,as-ma-ma-va-ra-.,.ravamamaas
1550.1,+000-240-741-142+,.a-ma-an-aa,aaanma.a
1551.1,+527-550-002-125-590+,ma-as-va-daa-va,vadaavaasma
1552.1,+740-615-495-002-825+,an-na-aa-v-ra,ravaanaan
1552.2,+740-892-590-893-001-615+,an-da-va-dada-aa-n,naadadavadaan
1553.1,+233-645+,ma-ka,kama
1554.1,+407-000-000-705-832-904-845-235-002-717-747+,ra-.-.-an-ta-aa-d-maa-va-da-an,andavamaadaataan..ra
1555.1,]220-032-002-817+,ma-sa-va-ra,ravasama
1556.1,+405-061-740-100-503-705-000[,ra-ta-an-aa-a-an-.,.anaaaantara
1557.1,+001-304-354-125-812-033+,aa-l-ca-daa-ta-ja,jatadaacalaa
1558.1,+154-388-717-000+,ya-va-da-.,.davaya
1559.1,]000-456+,.a-as,as.a
1560.1,+595-632-740-550+,va-ta-an-as,asantava
1561.1,+000-033-033-060-692+,.a-ja-ja-ma-ka,kamajaja.a
1562.1,]368-632-706-140+,na-ta-an-ta,taantana
1563.1,+353-001-740-000[,ca-aa-an-.,.anaaca
1564.1,+520-033-705-233-240-806-002-820+,na-ja-an-ma-ma-sa-va-ra,ravasamamaanjana
1565.1,+527-550[,ma-as,asma
1566.1,]031-002-861+,aa-v-ra,ravaa
1567.1,+740-000[,an-.,.an
1568.1,+000-000-000-000-002-820+,.a-.-.-.-va-ra,rava....a
1569.1,+405-061-740-806+,ra-ta-an-sa,saantara
1570.1,]031+,aa,aa
1571.1,+740-215[,an-ya,yaan
1572.1,+407-061-231-235-000[,ra-ta-ma-maa-.,.maamatara
1573.1,]900-002-817+,aa-v-ra,ravaa
1574.1,+407-845-140-740-233-240-798-365-263+,ra-da-ta-an-ma-ma-as-na-ta,tanaasmamaantadara
1575.1,+520-095-033-706-240-798+,na-aa-j-an-ma-as,asmaanjaana
1576.1,+740-590-017+,an-va-sa,savaan
1577.1,+740-000[,an-.,.an
1578.1,]405-002[,ra-va,vara
1579.1,]790-032+,ra-sa,sara
1580.1,+407-004-060-692+,ra-ca-ma-ka,kamacara
1581.1,+740-007-503-626-484+,an-sa-aa-r-aa,aaraasaan
1582.1,]000-235-806-900-003-140+,.a-maa-sa-aa-j-ta,tajaasamaa.a
1583.1,+790-740+,ra-an,anra
1584.1,+740-220-032+,an-ma-sa,samaan
1585.1,+154-806-468+,ya-sa-ka,kasaya
1586.1,+565-806+,asi-sa,saasi
1587.1,+527-554-104+,ma-as-aa,aaasma
1588.1,+154-806-468+,ya-sa-ka,kasaya
1589.1,]706-590-892-317-625+,an-va-da-sa-ba,basadavaan
1590.1,]000-142+,.a-aa,aa.a
1591.1,+740-100[,an-aa,aaan
1592.1,]740-904-032[,an-aa-s,saaan
1593.1,]388+,va,va
1594.1,+520-233-002-861-831-165+,na-ma-va-ra-sa-ba,basaravamana
1594.2,]140-820+,ta-ra,rata
1595.1,]746-407-575[,an-ra-ma,maraan
1595.2,]000-407-575[,.a-ra-ma,mara.a
1596.1,+697-510+,ananan-u,uananan
1597.1,]000-615+,.a-na,na.a
1598.1,]336-480-000[,ma-sa-.,.sama
1599.1,+740-390-590-235-368-806+,an-ra-va-maa-na-sa,sanamaavaraan
